Date,NG_CT_pair,LE_SB_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,LE_SB_pair_NG_CT_pair_pair,sharpe,CAGR
1991-02-18,1.0,1.0968573482274555,-0.469838806870796,0.48465385220134716,,False,False,0.0,False,False,0.0,0.0,-0.00028200006219765157,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-19,1.0,1.0968573482274555,-0.47021004045714687,0.48424666191424937,,False,False,0.0,False,False,0.0,0.0,-0.00026863888527669914,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-20,1.0,1.0968573482274555,-0.47056385766436043,0.4838585749105878,,False,False,0.0,False,False,0.0,0.0,-0.00025597018671174795,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-21,1.0,1.0968573482274555,-0.4709011412548131,0.4834886229259633,,False,False,0.0,False,False,0.0,0.0,-0.00024394936313522085,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-22,1.0,1.0968573482274555,-0.4712227192854106,0.4831358977000739,,False,False,0.0,False,False,0.0,0.0,-0.000232535812110357,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-23,1.0,1.0968573482274555,-0.47152936982140603,0.48279954580632944,,False,False,0.0,False,False,0.0,0.0,-0.00022169245521564055,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-24,1.0,1.0968573482274555,-0.4718218251022371,0.4824787640825219,,False,False,0.0,False,False,0.0,0.0,-0.00021138532774048479,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-25,1.0,1.0968573482274555,-0.4721007752347147,0.48217279557992476,,False,False,0.0,False,False,0.0,0.0,-0.00020158322482698122,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-26,1.0,1.0968573482274555,-0.47236687147758527,0.4818809259605965,,False,False,0.0,False,False,0.0,0.0,-0.00019225739556229295,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-27,1.0,1.0968573482274555,-0.4726207291719969,0.48160248028307706,,False,False,0.0,False,False,0.0,0.0,-0.00018338127789576243,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-02-28,1.0,1.0707494187198008,-0.47288908030334836,0.49365429214624856,,False,False,0.0,False,False,0.0,0.0,0.008000694528710134,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-01,1.0,1.1191204130015882,-0.47312034964802785,0.4705213589024433,,False,False,0.0,False,False,0.0,0.0,-0.015124718072038613,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-02,1.0,1.1082853916608435,-0.4733293728879096,0.4754159705843417,,False,False,0.0,False,False,0.0,0.0,0.0032104571394299753,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-03,1.0,1.1102081742359693,-0.4735162915385928,0.47429834249995195,,False,False,0.0,False,False,0.0,0.0,-0.0007325338337909746,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-04,1.0,1.111951240907555,-0.4736814947832044,0.4732892740808703,,False,False,0.0,False,False,0.0,0.0,-0.0006609427719021021,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-05,1.0,1.111951240907555,-0.47382718659561524,0.47312727188927006,,False,False,0.0,False,False,0.0,0.0,-0.00010610065175548907,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-06,1.0,1.111951240907555,-0.473955365629405,0.4729847430535892,,False,False,0.0,False,False,0.0,0.0,-9.33381870498825e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-07,1.0,1.111951240907555,-0.4740678421808576,0.47285967461262846,,False,False,0.0,False,False,0.0,0.0,-8.189715043311015e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-08,1.0,1.111951240907555,-0.474166254147959,0.4727502453036899,,False,False,0.0,False,False,0.0,0.0,-7.16512205040723e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-09,1.0,1.111951240907555,-0.47425208195547625,0.4726548089666167,,False,False,0.0,False,False,0.0,0.0,-6.248511314500942e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-10,1.0,1.111951240907555,-0.474326662443323,0.47257187910060805,,False,False,0.0,False,False,0.0,0.0,-5.429379286262691e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-11,1.0,1.111951240907555,-0.47439120173548993,0.47250011455459573,,False,False,0.0,False,False,0.0,0.0,-4.698170304045213e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-12,1.0,1.111951240907555,-0.47444678712129046,0.4724383063158786,,False,False,0.0,False,False,0.0,0.0,-4.0462024527524434e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-13,1.0,1.111951240907555,-0.4744943979907172,0.47238536535053877,,False,False,0.0,False,False,0.0,0.0,-3.465596894596239e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-14,1.0,1.111951240907555,-0.47453491587229746,0.47234031144183664,,False,False,0.0,False,False,0.0,0.0,-2.9492110736163676e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-15,1.0,1.111951240907555,-0.474569133625759,0.47230226296841404,,False,False,0.0,False,False,0.0,0.0,-2.4905760151561308e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-16,1.0,1.111951240907555,-0.47459776384369967,0.4722704275620474,,False,False,0.0,False,False,0.0,0.0,-2.0838378035609824e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-17,1.0,1.111951240907555,-0.47462144651680926,0.4722440935842952,,False,False,0.0,False,False,0.0,0.0,-1.7237032199721386e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-18,1.0,1.111951240907555,-0.47464075601641104,0.47222262236225176,,False,False,0.0,False,False,0.0,0.0,-1.4053894472919321e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-19,1.0,1.111951240907555,-0.47465620744650205,0.4722054411253882,,False,False,0.0,False,False,0.0,0.0,-1.1245776969003875e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-20,1.0,1.111951240907555,-0.47466826241531573,0.4721920365878568,,False,False,0.0,False,False,0.0,0.0,-8.773705761727918e-06,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-21,1.0,1.111951240907555,-0.4746773342739054,0.4721819491234406,,False,False,0.0,False,False,0.0,0.0,-6.6025299350483204e-06,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-22,1.0,1.111951240907555,-0.4746837928665004,0.47217476748339005,,False,False,0.0,False,False,0.0,0.0,-4.700563845712809e-06,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-23,1.0,1.111951240907555,-0.47468796883452935,0.47217012401055836,,False,False,0.0,False,False,0.0,0.0,-3.0392603945396197e-06,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-24,1.0,1.111951240907555,-0.4746901575133236,0.4721676903064571,,False,False,0.0,False,False,0.0,0.0,-1.5929131003479166e-06,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-25,1.0,1.111951240907555,-0.47469062245767146,0.47216717331101254,,False,False,0.0,False,False,0.0,0.0,-3.383848255744492e-07,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-26,1.0,1.111951240907555,-0.47468959862962967,0.4721683117578741,,False,False,0.0,False,False,0.0,0.0,7.451389248702224e-07,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-27,1.0,1.111951240907555,-0.47468729527935094,0.47217087297107474,,False,False,0.0,False,False,0.0,0.0,1.6763741149617175e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-28,1.0,1.111951240907555,-0.47468389854717036,0.47217464997163805,,False,False,0.0,False,False,0.0,0.0,2.4721415724903686e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-29,1.0,1.111951240907555,-0.4746795738128222,0.47217945886536306,,False,False,0.0,False,False,0.0,0.0,3.1475514273648758e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-30,1.0,1.111951240907555,-0.4746744678154404,0.47218513648548777,,False,False,0.0,False,False,0.0,0.0,3.716170237832707e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-03-31,1.0,1.111951240907555,-0.47466871056592785,0.4721915382662275,,False,False,0.0,False,False,0.0,0.0,4.19017232858826e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-01,1.0,1.111951240907555,-0.47466241707136636,0.47219853632531483,,False,False,0.0,False,False,0.0,0.0,4.580476752846287e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-02,1.0,1.111951240907555,-0.474655688889368,0.472206017735637,,False,False,0.0,False,False,0.0,0.0,4.896871180925001e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-03,1.0,1.111951240907555,-0.4746486155286405,0.47221388296787525,,False,False,0.0,False,False,0.0,0.0,5.1481239098827135e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-04,1.0,1.111951240907555,-0.4746412757105453,0.4722220444877142,,False,False,0.0,False,False,0.0,0.0,5.342085091298175e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-05,1.0,1.111951240907555,-0.4746337385050553,0.47223042549271177,,False,False,0.0,False,False,0.0,0.0,5.485778181086359e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-06,1.0,1.111951240907555,-0.47462606435326954,0.47223895877531297,,False,False,0.0,False,False,0.0,0.0,5.585482527003691e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-07,1.0,1.111951240907555,-0.47461830598749855,0.47224758569975933,,False,False,0.0,False,False,0.0,0.0,5.646807928833008e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-08,1.0,1.111951240907555,-0.47461050925889353,0.4722562552818067,,False,False,0.0,False,False,0.0,0.0,5.674761933959438e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-09,1.0,1.111951240907555,-0.47460271388164527,0.4722649233612113,,False,False,0.0,False,False,0.0,0.0,5.673810555986152e-06,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-10,1.0,1.1140118235087868,-0.4745928031230416,0.4712980059687538,,False,False,0.0,False,False,0.0,0.0,-0.0006325087533297897,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-11,1.0,1.1227104373032837,-0.47457200377870223,0.46719305810571765,,False,False,0.0,False,False,0.0,0.0,-0.0026780592851198648,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-12,1.0,1.1292047952475208,-0.4745350196820243,0.46415278026218154,,False,False,0.0,False,False,0.0,0.0,-0.001979544452380563,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-13,1.0,1.1292047952475208,-0.47448415510977204,0.464210216781077,,False,False,0.0,False,False,0.0,0.0,3.7398685368947396e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-14,1.0,1.1292047952475208,-0.4744214845981868,0.4642809846232796,,False,False,0.0,False,False,0.0,0.0,4.608124370020437e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-15,1.0,1.1292047952475208,-0.47434886930243864,0.46436298216344674,,False,False,0.0,False,False,0.0,0.0,5.339643367197146e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-16,1.0,1.1292047952475208,-0.4742679733307371,0.4644543302826083,,False,False,0.0,False,False,0.0,0.0,5.948902788307996e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-17,1.0,1.1292047952475208,-0.4741802797322625,0.4645533543145184,,False,False,0.0,False,False,0.0,0.0,6.44920044524769e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-18,1.0,1.1292047952475208,-0.47408710591014863,0.46465856664124094,,False,False,0.0,False,False,0.0,0.0,6.852698978649554e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-19,1.0,1.1292047952475208,-0.47398961830332065,0.4647686501143483,,False,False,0.0,False,False,0.0,0.0,7.170481055872718e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-20,1.0,1.1236573134175627,-0.47389484114112,0.4675045959609264,,False,False,0.0,False,False,0.0,0.0,0.001785288125084873,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-21,1.0,1.1276426988079764,-0.4737985259398693,0.4657245515179247,,False,False,0.0,False,False,0.0,0.0,-0.0011601857050914824,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-22,1.0,1.1312865711534097,-0.47369737923179966,0.464112516084501,,False,False,0.0,False,False,0.0,0.0,-0.0010495791197634291,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-23,1.0,1.143427398146908,-0.47357932367598504,0.458496426112996,,False,False,0.0,False,False,0.0,0.0,-0.0036432545902852715,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-24,1.0,1.143427398146908,-0.47344713380648235,0.4586475756315428,,False,False,0.0,False,False,0.0,0.0,9.80629193928242e-05,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-25,1.0,1.143427398146908,-0.4733032987854415,0.458812040535414,,False,False,0.0,False,False,0.0,0.0,0.00010671307341926458,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-26,1.0,1.140387569207157,-0.4731533995972017,0.46042174477124453,,False,False,0.0,False,False,0.0,0.0,0.0010455488250523104,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-27,1.0,1.1451362144316763,-0.47299369275682496,0.45835779322639003,,False,False,0.0,False,False,0.0,0.0,-0.0013388006216915895,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-28,1.0,1.146283030974667,-0.47282496230567694,0.458008769087766,,False,False,0.0,False,False,0.0,0.0,-0.00022634638357674146,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-29,1.0,1.1473245933602494,-0.472648046021395,0.45771927279598656,,False,False,0.0,False,False,0.0,0.0,-0.0001877066131172237,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-04-30,1.0,1.1685224462007218,-0.4724410393414055,0.44794204102316937,,False,False,0.0,False,False,0.0,0.0,-0.006299527486243284,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-01,1.0,1.1685224462007218,-0.4722087863239417,0.44821343388727375,,False,False,0.0,False,False,0.0,0.0,0.0001748905874241637,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-02,1.0,1.2103621823447903,-0.4719071003654278,0.4288214921376988,,False,False,0.0,False,False,0.0,0.0,-0.012342290613406508,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-03,1.0,1.2103621823447903,-0.4715456233988207,0.4292590101878687,,False,False,0.0,False,False,0.0,0.0,0.0002785424541714056,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-04,1.0,1.2103621823447903,-0.47113343501530364,0.42975790741927966,,False,False,0.0,False,False,0.0,0.0,0.000317719945076111,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-05,1.0,1.2103621823447903,-0.47067896345118865,0.4303079826134355,,False,False,0.0,False,False,0.0,0.0,0.0003504351096030168,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-06,1.0,1.2103621823447903,-0.4701899382118192,0.4308998802693804,,False,False,0.0,False,False,0.0,0.0,0.00037722108901918467,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-07,1.0,1.2103621823447903,-0.4696733740851129,0.43152510995310167,,False,False,0.0,False,False,0.0,0.0,0.0003986226924567192,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-08,1.0,1.2103621823447903,-0.4691355782129,0.4321760377386493,,False,False,0.0,False,False,0.0,0.0,0.00041517912802454214,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-09,1.0,1.2103621823447903,-0.46858217354958104,0.4328458578146638,,False,False,0.0,False,False,0.0,0.0,0.0004274117382483013,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-10,1.0,1.2103621823447903,-0.468018133449881,0.43352855062066664,,False,False,0.0,False,False,0.0,0.0,0.00043581567112082166,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-11,1.0,1.2217316374407297,-0.46743320239487196,0.4289220682439491,,False,False,0.0,False,False,0.0,0.0,-0.00293205211759848,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-12,1.0,1.2217316374407297,-0.46683324818322663,0.429655051285332,,False,False,0.0,False,False,0.0,0.0,0.00046676562495575653,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-13,1.0,1.2217316374407297,-0.46622345101971385,0.43040005977241713,,False,False,0.0,False,False,0.0,0.0,0.0004746486464424301,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-14,1.0,1.2217316374407297,-0.4656083478649151,0.43115155075692435,,False,False,0.0,False,False,0.0,0.0,0.0004790080169118898,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-15,1.0,1.2217316374407297,-0.46499188110211553,0.4319047077044673,,False,False,0.0,False,False,0.0,0.0,0.0004803004965600146,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-16,1.0,1.2217316374407297,-0.4643774489791648,0.4326553788681361,,False,False,0.0,False,False,0.0,0.0,0.00047894454962092584,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-17,1.0,1.2217316374407297,-0.4637679559730805,0.43340001575646814,,False,False,0.0,False,False,0.0,0.0,0.0004753203726678221,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-18,1.0,1.2217316374407297,-0.4631658617686256,0.43413561329477035,,False,False,0.0,False,False,0.0,0.0,0.00046977091027020556,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-19,1.0,1.2217316374407297,-0.46257322796419525,0.4348596527630598,,False,False,0.0,False,False,0.0,0.0,0.00046260354195562953,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-20,1.0,1.2217316374407297,-0.4619917619414134,0.4355700481991892,,False,False,0.0,False,False,0.0,0.0,0.00045409219844688546,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-21,1.0,1.2217316374407297,-0.461422857578148,0.4362650966584687,,False,False,0.0,False,False,0.0,0.0,0.00044447972466064183,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-22,1.0,1.2217316374407297,-0.4608676326645296,0.4369434325013315,,False,False,0.0,False,False,0.0,0.0,0.00043398035424164984,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-23,1.0,1.2217316374407297,-0.46032696301157977,0.4376039857217444,,False,False,0.0,False,False,0.0,0.0,0.00042278219758391984,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-24,1.0,1.2217316374407297,-0.4598015133333581,0.43824594421751095,,False,False,0.0,False,False,0.0,0.0,0.00041104967417222117,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-25,1.0,1.2217316374407297,-0.45929176504513297,0.43886871982836684,,False,False,0.0,False,False,0.0,0.0,0.00039892584228241,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-26,1.0,1.2217316374407297,-0.45879804115918277,0.4394719179199924,,False,False,0.0,False,False,0.0,0.0,0.0003865345959180514,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-27,1.0,1.2217316374407297,-0.45832052848215676,0.44005531026479405,,False,False,0.0,False,False,0.0,0.0,0.0003739827114643891,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-28,1.0,1.2217316374407297,-0.45785929732793984,0.4406188109580742,,False,False,0.0,False,False,0.0,0.0,0.0003613617358218624,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-29,1.0,1.2217316374407297,-0.457414318961152,0.44116245510675556,,False,False,0.0,False,False,0.0,0.0,0.00034874971446661286,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-30,1.0,1.2217316374407297,-0.45698548098143443,0.4416863800339127,,False,False,0.0,False,False,0.0,0.0,0.00033621276259430987,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-05-31,1.0,1.2217316374407297,-0.45657260084956347,0.44219080875349015,,False,False,0.0,False,False,0.0,0.0,0.00032380648567994797,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-01,1.0,1.2217316374407297,-0.4561754377447055,0.4426760354839193,,False,False,0.0,False,False,0.0,0.0,0.00031157725783789963,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-02,1.0,1.2217316374407297,-0.45579370292891547,0.4431424129854826,,False,False,0.0,False,False,0.0,0.0,0.000299563367550946,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-03,1.0,1.2217316374407297,-0.4554270687811017,0.44359034152323285,,False,False,0.0,False,False,0.0,0.0,0.0002877960409141896,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-04,1.0,1.2217316374407297,-0.4550751766487188,0.4440202592743314,,False,False,0.0,False,False,0.0,0.0,0.0002763003526627356,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-05,1.0,1.2118396471104085,-0.45474929223923666,0.4489167781690955,,False,False,0.0,False,False,0.0,0.0,0.003156838282980192,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-06,1.0,1.2177984375200666,-0.4544402199974841,0.4465834101407886,,False,False,0.0,False,False,0.0,0.0,-0.0015020877487334778,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-07,1.0,1.2191563840402506,-0.4541454640242283,0.44632565825194015,,False,False,0.0,False,False,0.0,0.0,-0.0001658982721942022,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-08,1.0,1.2115903921907551,-0.45387312362060395,0.4500916841476694,,False,False,0.0,False,False,0.0,0.0,0.00242983785376895,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-09,1.0,1.2149686642516122,-0.45361737173298705,0.4488691077842457,,False,False,0.0,False,False,0.0,0.0,-0.0007881838789744487,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-10,1.0,1.218040265494431,-0.45337355558759695,0.44777275398392924,,False,False,0.0,False,False,0.0,0.0,-0.0007063101122147955,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-11,1.0,1.218040265494431,-0.4531411476928025,0.44805583615780775,,False,False,0.0,False,False,0.0,0.0,0.0001824048702742489,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-12,1.0,1.218040265494431,-0.4529196404294932,0.44832564092361793,,False,False,0.0,False,False,0.0,0.0,0.00017387976042265471,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-13,1.0,1.218040265494431,-0.4527085457397454,0.44858276275556286,,False,False,0.0,False,False,0.0,0.0,0.00016573351499021485,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-14,1.0,1.218040265494431,-0.4525073947534799,0.44882777275627805,,False,False,0.0,False,False,0.0,0.0,0.0001579515133213505,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-15,1.0,1.2304268751212162,-0.4523019035687957,0.4434755821804691,,False,False,0.0,False,False,0.0,0.0,-0.0034385522736010733,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-16,1.0,1.2338969527232833,-0.4520897655711737,0.4421678159043453,,False,False,0.0,False,False,0.0,0.0,-0.0008394782759498658,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-17,1.0,1.2338969527232833,-0.45187292151794894,0.4424353791208354,,False,False,0.0,False,False,0.0,0.0,0.00017178305985089993,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-18,1.0,1.2338969527232833,-0.45165307599671756,0.44270664583955277,,False,False,0.0,False,False,0.0,0.0,0.0001741911490167492,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-19,1.0,1.2338969527232833,-0.4514317175806664,0.4429797793145779,,False,False,0.0,False,False,0.0,0.0,0.00017542063448917455,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-20,1.0,1.2338969527232833,-0.45121013843489705,0.4432531851473297,,False,False,0.0,False,False,0.0,0.0,0.0001756263961122614,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-21,1.0,1.2338969527232833,-0.45098945307828653,0.44352548813636217,,False,False,0.0,False,False,0.0,0.0,0.0001749485693192806,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-22,1.0,1.2338969527232833,-0.4507706161078016,0.44379551040738663,,False,False,0.0,False,False,0.0,0.0,0.00017351336076350002,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-23,1.0,1.2338969527232833,-0.4505544387704475,0.4440622509651957,,False,False,0.0,False,False,0.0,0.0,0.00017143395227381788,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-24,1.0,1.2338969527232833,-0.4503416043269848,0.4443248667364189,,False,False,0.0,False,False,0.0,0.0,0.00016881144758821732,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-25,1.0,1.2338969527232833,-0.4501326821951666,0.4445826551182258,,False,False,0.0,False,False,0.0,0.0,0.0001657358281718883,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-26,1.0,1.2338969527232833,-0.4499281408917903,0.4448350380091679,,False,False,0.0,False,False,0.0,0.0,0.00016228689374470434,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-27,1.0,1.2338969527232833,-0.44972835981498566,0.44508154727104887,,False,False,0.0,False,False,0.0,0.0,0.0001585351704125271,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-28,1.0,1.2338969527232833,-0.44953363992301604,0.4453218115523848,,False,False,0.0,False,False,0.0,0.0,0.0001545427749107707,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-29,1.0,1.2338969527232833,-0.4493442133751655,0.4455555443925425,,False,False,0.0,False,False,0.0,0.0,0.00015036422775644809,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-06-30,1.0,1.2338969527232833,-0.4491602522053997,0.44578253351933594,,False,False,0.0,False,False,0.0,0.0,0.00014604721133871251,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-01,1.0,1.2338969527232833,-0.44898187610148926,0.44600263125038964,,False,False,0.0,False,False,0.0,0.0,0.00014163327138114076,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-02,1.0,1.2338969527232833,-0.44880915936202803,0.44621574590889523,,False,False,0.0,False,False,0.0,0.0,0.00013715846195793785,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-03,1.0,1.2369147462206749,-0.44863879158273956,0.4450720629646855,,False,False,0.0,False,False,0.0,0.0,-0.0007355215100130847,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-04,1.0,1.2563421819285825,-0.44844961603861194,0.4365938309010152,,False,False,0.0,False,False,0.0,0.0,-0.005422923505896362,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-05,1.0,1.2609843227523825,-0.4482397923330347,0.4347766490342597,,False,False,0.0,False,False,0.0,0.0,-0.00116097288328487,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-06,1.0,1.2646645141452848,-0.44800886768351306,0.43341908301825083,,False,False,0.0,False,False,0.0,0.0,-0.0008665789307739338,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-07,1.0,1.268537101816552,-0.4477562991978259,0.432004521895485,,False,False,0.0,False,False,0.0,0.0,-0.0009021461748574929,-0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-08,1.0,1.268537101816552,-0.4474862175567419,0.43234713047771955,,False,False,0.0,False,False,0.0,0.0,0.00021854875457151773,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-09,1.0,1.268537101816552,-0.44720233743548454,0.43270724294400265,,False,False,0.0,False,False,0.0,0.0,0.00022976719866907728,0.0,1.0,1.0,1.4956744926273542,0.0207
1991-07-10,1.0,1.2695701586772676,-0.44690675308877553,0.4326205225671408,,False,False,0.0,False,False,0.0,0.0,-5.532825847885609e-05,-0.0,1.0,1.0,1.4956744926273542,0.0207
