Date,CL_PL_pair,DC_KC_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_KC_pair_CL_PL_pair_pair,sharpe,CAGR
1991-02-25,1.3305197722084825,1.0,-0.6187585376921527,0.7117612345163298,,False,False,0.0,False,False,0.0,0.0,-0.001043803949634854,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-26,1.3305197722084825,1.0,-0.6207137775390026,0.7098059946694799,,False,False,0.0,False,False,0.0,0.0,-0.001002053212493655,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-27,1.3305197722084825,1.0,-0.622592251369028,0.7079275208394545,,False,False,0.0,False,False,0.0,0.0,-0.0009617849910035255,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-02-28,1.3305197722084825,1.0,-0.6243965695737432,0.7061232026347393,,False,False,0.0,False,False,0.0,0.0,-0.0009229644083236527,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-01,1.3305197722084825,1.0,-0.6261292907744559,0.7043904814340266,,False,False,0.0,False,False,0.0,0.0,-0.000885555429173949,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-02,1.3305197722084825,1.0,-0.627792918878848,0.7027268533296345,,False,False,0.0,False,False,0.0,0.0,-0.0008495211780854179,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-03,1.3305197722084825,1.0,-0.6293899007311122,0.7011298714773703,,False,False,0.0,False,False,0.0,0.0,-0.0008148242106836219,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-04,1.3305197722084825,1.0,-0.6309226242790329,0.6995971479294496,,False,False,0.0,False,False,0.0,0.0,-0.000781426745269408,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-05,1.3305197722084825,1.0,-0.6323934171921507,0.6981263550163318,,False,False,0.0,False,False,0.0,0.0,-0.0007492908606757603,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-06,1.3305197722084825,1.0,-0.6338045458740819,0.6967152263344006,,False,False,0.0,False,False,0.0,0.0,-0.0007183786653461618,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-07,1.3305197722084825,1.0,-0.6351582148195282,0.6953615573889543,,False,False,0.0,False,False,0.0,0.0,-0.0006886524417424924,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-08,1.3305197722084825,1.0,-0.6364565662727906,0.6940632059356919,,False,False,0.0,False,False,0.0,0.0,-0.0006600747695139416,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-09,1.3305197722084825,1.0,-0.6377016801499044,0.6928180920585781,,False,False,0.0,False,False,0.0,0.0,-0.0006326086303052202,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-10,1.3305197722084825,1.0,-0.6388955741910328,0.6916241980174497,,False,False,0.0,False,False,0.0,0.0,-0.0006062174966347954,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-11,1.3305197722084825,1.0,-0.6400402043136225,0.69047956789486,,False,False,0.0,False,False,0.0,0.0,-0.0005808654069032117,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-12,1.3305197722084825,1.0,-0.6411374651401563,0.6893823070683262,,False,False,0.0,False,False,0.0,0.0,-0.0005565170282890335,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-13,1.3305197722084825,1.0,-0.6421891906772332,0.6883305815312493,,False,False,0.0,False,False,0.0,0.0,-0.0005331377090406699,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-14,1.3305197722084825,1.0,-0.6431971551252207,0.6873226170832618,,False,False,0.0,False,False,0.0,0.0,-0.000510693521461111,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-15,1.3305197722084825,1.0,-0.6441630737999435,0.686356698408539,,False,False,0.0,False,False,0.0,0.0,-0.000489151296713458,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-16,1.3305197722084825,1.0,-0.645088604149821,0.6854311680586614,,False,False,0.0,False,False,0.0,0.0,-0.0004684786524258318,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-17,1.3305197722084825,1.0,-0.6459753468535969,0.6845444253548856,,False,False,0.0,False,False,0.0,0.0,-0.0004486440139536794,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-18,1.3305197722084825,1.0,-0.6468248469853491,0.6836949252231334,,False,False,0.0,False,False,0.0,0.0,-0.00042961663005337255,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-19,1.3305197722084825,1.0,-0.6476385952348453,0.6828811769736371,,False,False,0.0,False,False,0.0,0.0,-0.000411366583630983,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-20,1.3305197722084825,1.0,-0.6484180291725496,0.6821017430359329,,False,False,0.0,False,False,0.0,0.0,-0.00039386479815604067,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-21,1.3305197722084825,1.0,-0.6491645345497009,0.6813552376587816,,False,False,0.0,False,False,0.0,0.0,-0.00037708304026195827,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-22,1.3305197722084825,1.0,-0.6498794466248924,0.6806403255835901,,False,False,0.0,False,False,0.0,0.0,-0.00036099391900014014,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-23,1.3305197722084825,1.0,-0.6505640515094933,0.6799557206989892,,False,False,0.0,False,False,0.0,0.0,-0.00034557088216289906,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-24,1.3305197722084825,1.0,-0.6512195875250816,0.6793001846834009,,False,False,0.0,False,False,0.0,0.0,-0.00033078821004819443,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-25,1.3305197722084825,1.0,-0.6518472465668087,0.6786725256416738,,False,False,0.0,False,False,0.0,0.0,-0.00031662100699944703,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-26,1.3305197722084825,1.0,-0.6524481754672982,0.6780715967411843,,False,False,0.0,False,False,0.0,0.0,-0.00030304519101975643,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-27,1.3305197722084825,1.0,-0.6530234773563045,0.677496294852178,,False,False,0.0,False,False,0.0,0.0,-0.00029003748173001475,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-28,1.3305197722084825,1.0,-0.6535742130119213,0.6769455591965612,,False,False,0.0,False,False,0.0,0.0,-0.0002775753869117389,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-29,1.3305197722084825,1.0,-0.654101402199643,0.6764183700088395,,False,False,0.0,False,False,0.0,0.0,-0.00026563718785217483,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-30,1.3305197722084825,1.0,-0.6546060249960529,0.6759137472124296,,False,False,0.0,False,False,0.0,0.0,-0.0002542019236869324,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-03-31,1.3305197722084825,1.0,-0.6550890230943356,0.6754307491141469,,False,False,0.0,False,False,0.0,0.0,-0.000243249374914766,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-01,1.3305197722084825,1.0,-0.6555513010891955,0.674968471119287,,False,False,0.0,False,False,0.0,0.0,-0.0002327600462416002,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-02,1.3305197722084825,1.0,-0.6559937277391193,0.6745260444693632,,False,False,0.0,False,False,0.0,0.0,-0.0002227151488955691,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-03,1.3305197722084825,1.0,-0.6564171372042322,0.6741026350042503,,False,False,0.0,False,False,0.0,0.0,-0.00021309658253720136,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-04,1.3305197722084825,1.0,-0.6568223302582887,0.6736974419501938,,False,False,0.0,False,False,0.0,0.0,-0.00020388691687936618,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-05,1.3305197722084825,1.0,-0.6572100754735988,0.6733096967348837,,False,False,0.0,False,False,0.0,0.0,-0.00019506937311536445,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-06,1.3305197722084825,1.0,-0.6575811103779227,0.6729386618305598,,False,False,0.0,False,False,0.0,0.0,-0.00018662780524557224,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-07,1.3305197722084825,1.0,-0.65793614258258,0.6725836296259025,,False,False,0.0,False,False,0.0,0.0,-0.00017854668138050453,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-08,1.3305197722084825,1.0,-0.6582758508812085,0.672243921327274,,False,False,0.0,False,False,0.0,0.0,-0.00017081106509111857,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-09,1.3305197722084825,1.0,-0.6586008863187759,0.6719188858897066,,False,False,0.0,False,False,0.0,0.0,-0.00016340659686677855,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-10,1.3305197722084825,1.0,-0.6589118732306014,0.6716078989778811,,False,False,0.0,False,False,0.0,0.0,-0.00015631947573493016,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-11,1.3305197722084825,1.0,-0.6592094102512791,0.6713103619572034,,False,False,0.0,False,False,0.0,0.0,-0.00014953644108987342,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-12,1.3305197722084825,1.0,-0.6594940712935111,0.6710257009149714,,False,False,0.0,False,False,0.0,0.0,-0.00014304475476968202,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-13,1.3305197722084825,1.0,-0.6597664064969694,0.6707533657115131,,False,False,0.0,False,False,0.0,0.0,-0.00013683218341766233,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-14,1.3305197722084825,1.0,-0.6600269431473947,0.6704928290610878,,False,False,0.0,False,False,0.0,0.0,-0.00013088698115722364,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-15,1.3305197722084825,1.0,-0.6602761865662238,0.6702435856422587,,False,False,0.0,False,False,0.0,0.0,-0.00012519787260490588,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-16,1.3305197722084825,1.0,-0.6605146209711061,0.6700051512373764,,False,False,0.0,False,False,0.0,0.0,-0.0001197540362432368,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-17,1.339499313620598,1.0,-0.6607614138069343,0.6787378998136636,,False,False,0.0,False,False,0.0,0.0,0.00436580514557127,0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-18,1.3445495440415314,1.0,-0.6610249287548776,0.6835246152866538,,False,False,0.0,False,False,0.0,0.0,0.0023867054242647694,0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-19,1.3500256918307236,1.0,-0.6613132190291733,0.6887124728015503,,False,False,0.0,False,False,0.0,0.0,0.0025793054998765226,0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-20,1.3481292045042064,1.0,-0.6616177943401019,0.6865114101641044,,False,False,0.0,False,False,0.0,0.0,-0.0010951938919235165,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-21,1.3497080052562147,1.0,-0.6619384787786824,0.6877695264775323,,False,False,0.0,False,False,0.0,0.0,0.0006254162067802193,0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-22,1.3511470069066824,1.0,-0.6622747619356352,0.6888722449710473,,False,False,0.0,False,False,0.0,0.0,0.0005476838040491623,0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-23,1.340148749318982,1.0,-0.6626002381643763,0.6775485111546058,,False,False,0.0,False,False,0.0,0.0,-0.00565409538949302,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-24,1.3580029014669517,1.0,-0.6629521863859248,0.6950507150810269,,False,False,0.0,False,False,0.0,0.0,0.008660362633301253,0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-25,1.3580029014669517,1.0,-0.6633255729938196,0.6946773284731321,,False,False,0.0,False,False,0.0,0.0,-0.00018472337010657004,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-26,1.3580029014669517,1.0,-0.6637159536558438,0.6942869478111079,,False,False,0.0,False,False,0.0,0.0,-0.00019309344671493688,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-27,1.3580029014669517,1.0,-0.6641194123648622,0.6938834891020895,,False,False,0.0,False,False,0.0,0.0,-0.00019952240586962048,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-28,1.3580029014669517,1.0,-0.6645325065115034,0.6934703949554483,,False,False,0.0,False,False,0.0,0.0,-0.00020424569330736676,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-29,1.3580029014669517,1.0,-0.6649522173944479,0.6930506840725038,,False,False,0.0,False,False,0.0,0.0,-0.00020747414464671244,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-04-30,1.3580029014669517,1.0,-0.6653759056404179,0.6926269958265338,,False,False,0.0,False,False,0.0,0.0,-0.000209396403916952,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-01,1.3580029014669517,1.0,-0.6658012710568736,0.6922016304100781,,False,False,0.0,False,False,0.0,0.0,-0.0002101811144727497,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-02,1.3580029014669517,1.0,-0.6662263164864083,0.6917765849805434,,False,False,0.0,False,False,0.0,0.0,-0.00020997890247056588,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-03,1.3580029014669517,1.0,-0.6666493152734031,0.6913535861935486,,False,False,0.0,False,False,0.0,0.0,-0.0002089241715181233,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-04,1.3580029014669517,1.0,-0.6670687819910543,0.6909341194758973,,False,False,0.0,False,False,0.0,0.0,-0.0002071367256170266,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-05,1.3580029014669517,1.0,-0.667483446110833,0.6905194553561187,,False,False,0.0,False,False,0.0,0.0,-0.000204723236112909,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-06,1.3580029014669517,1.0,-0.6678922283271082,0.6901106731398435,,False,False,0.0,False,False,0.0,0.0,-0.00020177856704592365,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-07,1.3580029014669517,1.0,-0.6682942192773922,0.6897086821895595,,False,False,0.0,False,False,0.0,0.0,-0.00019838697206279833,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-08,1.3580029014669517,1.0,-0.6686886604237194,0.6893142410432322,,False,False,0.0,False,False,0.0,0.0,-0.00019462317490446488,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-09,1.3580029014669517,1.0,-0.6690749268833197,0.688927974583632,,False,False,0.0,False,False,0.0,0.0,-0.00019055334442419117,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-10,1.3580029014669517,1.0,-0.669452512017215,0.6885503894497367,,False,False,0.0,False,False,0.0,0.0,-0.00018623597411023712,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-11,1.3580029014669517,1.0,-0.6698210136038706,0.6881818878630811,,False,False,0.0,False,False,0.0,0.0,-0.00018172267518736136,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-12,1.3580029014669517,1.0,-0.670180121441752,0.6878227800251997,,False,False,0.0,False,False,0.0,0.0,-0.0001770588915424352,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-13,1.3580029014669517,1.0,-0.6705296062397545,0.6874732952271971,,False,False,0.0,False,False,0.0,0.0,-0.00017228454396210933,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-14,1.3580029014669517,1.0,-0.6708693096681337,0.6871335917988179,,False,False,0.0,False,False,0.0,0.0,-0.0001674346104770874,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-15,1.3580029014669517,1.0,-0.6711991354549094,0.6868037660120423,,False,False,0.0,False,False,0.0,0.0,-0.00016253964897254395,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-16,1.3592630702148698,1.0,-0.6715216644106385,0.6877414058042313,,False,False,0.0,False,False,0.0,0.0,0.0004617130393989685,0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-17,1.3632605319083098,1.0,-0.6718448574806587,0.6914156744276511,,False,False,0.0,False,False,0.0,0.0,0.0018054439060391754,0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-18,1.3719454210576894,1.0,-0.6721853566707979,0.6997600643868914,,False,False,0.0,False,False,0.0,0.0,0.004082121383893526,0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-19,1.372001342489655,1.0,-0.6725395292424281,0.699461813247227,,False,False,0.0,False,False,0.0,0.0,-0.00014587682926179288,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-20,1.3719431144461072,1.0,-0.6729039374188459,0.6990391770272613,,False,False,0.0,False,False,0.0,0.0,-0.0002066835363458059,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-21,1.3752599456936934,1.0,-0.6732825887544882,0.7019773569392052,,False,False,0.0,False,False,0.0,0.0,0.0014342782063518909,0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-22,1.3716155634487408,1.0,-0.6736644027999888,0.697951160648752,,False,False,0.0,False,False,0.0,0.0,-0.0019685306446518857,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-23,1.3635465369898228,1.0,-0.6740305696947059,0.6895159672951169,,False,False,0.0,False,False,0.0,0.0,-0.004139815531869866,-0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-24,1.3691554854926289,1.0,-0.6743933473786166,0.6947621381140123,,False,False,0.0,False,False,0.0,0.0,0.0025671864232010666,0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-25,1.3711544327595049,1.0,-0.6747558427967835,0.6963985899627214,,False,False,0.0,False,False,0.0,0.0,0.0007998649150262129,0.0,1.0,1.0,1.418310507134666,0.0163
1991-05-26,1.3711198990899585,1.0,-0.6751165131770908,0.6960033859128677,,False,False,0.0,False,False,0.0,0.0,-0.00019313704295578603,-0.0,1.0,1.0,1.418310507134666,0.0163
